,,Result Mean,Result Lower Bound,Result Upper Bound,Effect Size,Effect Upper Bound,Effect Lower Bound,Effect P Value
"('caveman', 'indep')",confidence,52.28333333333333,45.9,57.54999999999999,2.3999999999999986,10.049999999999997,-9.899999999999999,0.7364148859333715
"('caveman', 'indep')",consensus,52.76666666666666,48.6,55.15,3.1499999999999986,12.449999999999996,-6.949999999999996,0.6312425012381213
"('caveman', 'indep')",net spoke 5% similarity,-0.17329469372369696,-0.20471260829905522,-0.13117467335522812,-0.05762236459760955,-0.012813529492595677,-0.09302093141831669,0.13492200002117233
"('caveman', 'indep')",net spoke 95% similarity,0.28511372060506696,0.22460729002039526,0.3156902236850829,0.1277665960150634,0.17102270124631236,0.09354115983513978,0.030446290637965938
"('caveman', 'indep')",net spoke PC1,0.2010117296708951,0.1570012527911599,0.2291725264593081,0.13345476339586507,0.15664917378817972,0.11841830641773388,0.007683501870925999
"('caveman', 'indep')",spoke 5% similarity,-0.3421275520417939,-0.4183300132670376,-0.2945254195939342,-0.14851003744397387,0.005226973530815249,-0.3259455712602046,0.263095445600804
"('caveman', 'indep')",spoke 95% similarity,0.8370495484032885,0.8038941188600169,0.900422518413643,0.1064422564696869,0.22960212516370615,0.0003226902885881122,0.2517533785220005
"('caveman', 'indep')",spoke PC1,0.4041076206020604,0.38263531453030303,0.422482497679142,0.06755374497219933,0.11504182037110555,0.03986103871311647,0.10534349963832239
"('caveman', 'indep')",survey 5% similarity,-0.6125995212179743,-0.7253465880215129,-0.490766294353157,-0.19872771088290908,-0.13580296743555736,-0.23303733434904453,0.024223823618303136
"('caveman', 'indep')",survey 95% similarity,0.7292515122759126,0.7164796700558566,0.7477891711006218,0.04663034034335908,0.17275886246974304,-0.016895347587118192,0.536669348585264
"('caveman', 'indep')",survey PC1,0.3682611632925967,0.3048156137662406,0.44028096366019415,0.050674964160116465,0.08050086703760945,0.020677929407211082,0.09916414927953296
"('caveman', 'inter')",confidence,56.76666666666667,52.35,64.45,6.8833333333333355,10.149999999999999,1.8500000000000014,0.11447779454000019
"('caveman', 'inter')",consensus,58.333333333333336,51.6,66.3,8.716666666666667,10.75,6.5,0.01934492867054018
"('caveman', 'inter')",net spoke 5% similarity,-0.12170243003462604,-0.1731296300223105,-0.05462963026977008,-0.006030100908538644,0.03383524021241424,-0.03544965460517152,0.797982370536465
"('caveman', 'inter')",net spoke 95% similarity,0.38202633061224645,0.29753210155336346,0.4725473827722455,0.2246792060222429,0.3414812525869901,0.1528645791145929,0.06238722289432597
"('caveman', 'inter')",net spoke PC1,0.2472786296749844,0.2121155564540241,0.31669595368473735,0.1797216633999544,0.2296846015589821,0.09771691118983716,0.049022424425017926
"('caveman', 'inter')",spoke 5% similarity,-0.3533039874570291,-0.43033148291193535,-0.2886751345948129,-0.1596864728592091,-0.04738684619983374,-0.32009528626108336,0.19193463060080154
"('caveman', 'inter')",spoke 95% similarity,0.8931559736117217,0.78304646383437,1.0,0.16254868167812012,0.19642857142857129,0.11222607058443312,0.024025251767315355
"('caveman', 'inter')",spoke PC1,0.43492965755074836,0.3971251383882726,0.5055997871594159,0.09837578192088725,0.16282551134222933,0.022401016541506613,0.13820476538035656
